pickled dictionaries found in directory, loading them into memory ...
127200 test reviews.

File Classifications:
music-4-6362.txt: positive
music-4-6370.txt: positive
music-4-6376.txt: positive
music-4-6418.txt: positive
music-4-6448.txt: positive
music-4-6469.txt: positive
music-4-6470.txt: positive
music-4-6477.txt: positive
music-4-6485.txt: positive
music-4-6489.txt: positive
music-4-6491.txt: positive
music-4-6494.txt: positive
music-4-65.txt: positive
music-4-6500.txt: positive
music-4-6502.txt: positive
music-4-6504.txt: positive
music-4-6508.txt: positive
music-4-6509.txt: positive
music-4-6512.txt: positive
music-4-6522.txt: negative
music-4-6531.txt: positive
music-4-6535.txt: positive
music-4-6539.txt: positive
music-4-6540.txt: positive
music-4-6551.txt: positive
music-4-6573.txt: neutral
music-4-6579.txt: positive
music-4-6583.txt: neutral
music-4-6588.txt: positive
music-4-659.txt: positive
music-4-6593.txt: positive
music-4-6602.txt: positive
music-4-662.txt: positive
music-4-6671.txt: positive
music-4-6736.txt: positive
music-4-6739.txt: positive
music-4-6743.txt: positive
music-4-6751.txt: negative
music-4-6757.txt: positive
music-4-6758.txt: positive
music-4-6759.txt: positive
music-4-6766.txt: positive
music-4-6774.txt: positive
music-4-678.txt: positive
music-4-6785.txt: negative
music-4-6819.txt: negative
music-4-6821.txt: positive
music-4-6822.txt: positive
music-4-6825.txt: positive
music-4-6827.txt: positive
music-4-6841.txt: positive
music-4-6842.txt: positive
music-4-6846.txt: positive
music-4-6853.txt: positive
music-4-6854.txt: positive
music-4-6866.txt: positive
music-4-6869.txt: neutral
music-4-6880.txt: positive
music-4-69.txt: positive
music-4-6908.txt: positive
music-4-693.txt: positive
music-4-6934.txt: neutral
music-4-6940.txt: positive
music-4-6946.txt: positive
music-4-6949.txt: positive
music-4-6951.txt: positive
music-4-6953.txt: neutral
music-4-6964.txt: positive
music-4-697.txt: positive
music-4-6975.txt: positive
music-4-6978.txt: positive
music-4-698.txt: positive
music-4-6982.txt: positive
music-4-6983.txt: positive
music-4-6985.txt: neutral
music-4-7008.txt: negative
music-4-7009.txt: positive
music-4-701.txt: negative
music-4-7024.txt: negative
music-4-7031.txt: positive
music-4-7041.txt: positive
music-4-7042.txt: positive
music-4-7056.txt: negative
music-4-7086.txt: positive
music-4-7097.txt: positive
music-4-710.txt: positive
music-4-7103.txt: positive
music-4-711.txt: positive
music-4-7110.txt: positive
music-4-7117.txt: negative
music-4-7122.txt: positive
music-4-7132.txt: positive
music-4-714.txt: positive
music-4-715.txt: positive
music-4-7160.txt: positive
music-4-7164.txt: positive
music-4-718.txt: neutral
music-4-7189.txt: positive
music-4-7196.txt: negative
music-4-7204.txt: positive
music-4-7207.txt: positive
music-4-722.txt: positive
music-4-7240.txt: positive
music-4-7245.txt: positive
music-4-7261.txt: positive
music-4-727.txt: positive
music-4-7290.txt: positive
music-4-7295.txt: neutral
music-4-7304.txt: positive
music-4-7306.txt: positive
music-4-7307.txt: positive
music-4-731.txt: neutral
music-4-7311.txt: neutral
music-4-7313.txt: negative
music-4-7320.txt: positive
music-4-7322.txt: positive
music-4-733.txt: positive
music-4-7332.txt: positive
music-4-7339.txt: positive
music-4-7341.txt: neutral
music-4-7361.txt: positive
music-4-7372.txt: positive
music-4-7377.txt: positive
music-4-7395.txt: positive
music-4-7396.txt: positive
music-4-7406.txt: positive
music-4-7409.txt: positive
music-4-7423.txt: positive
music-4-7425.txt: positive
music-4-7435.txt: positive
music-4-744.txt: positive
music-4-7441.txt: positive
music-4-7444.txt: positive
music-4-7445.txt: negative
music-4-7446.txt: positive
music-4-749.txt: positive
music-4-7494.txt: positive
music-4-7504.txt: positive
music-4-7508.txt: negative
music-4-754.txt: positive
music-4-7549.txt: positive
music-4-7558.txt: positive
music-4-7566.txt: negative
music-4-7571.txt: positive
music-4-7574.txt: positive
music-4-7590.txt: positive
music-4-7591.txt: positive
music-4-7625.txt: neutral
music-4-7629.txt: positive
music-4-7633.txt: positive
music-4-7636.txt: negative
music-4-7643.txt: positive
music-4-7647.txt: positive
music-4-7649.txt: positive
music-4-7653.txt: negative
music-4-7666.txt: positive
music-4-7671.txt: negative
music-4-7678.txt: positive
music-4-7688.txt: positive
music-4-7690.txt: positive
music-4-7696.txt: negative
music-4-7701.txt: negative
music-4-7706.txt: positive
music-4-7708.txt: negative
music-4-7709.txt: neutral
music-4-7710.txt: positive
music-4-7732.txt: positive
music-4-7737.txt: positive
music-4-7738.txt: positive
music-4-7751.txt: positive
music-4-7755.txt: positive
music-4-7759.txt: positive
music-4-7771.txt: positive
music-4-7775.txt: positive
music-4-7778.txt: neutral
music-4-778.txt: positive
music-4-7789.txt: positive
music-4-7795.txt: negative
music-4-7799.txt: positive
music-4-7802.txt: positive
music-4-7806.txt: negative
music-4-7808.txt: positive
music-4-7810.txt: negative
music-4-7812.txt: positive
music-4-7813.txt: positive
music-4-7815.txt: negative
music-4-7816.txt: positive
music-4-7826.txt: positive
music-4-783.txt: positive
music-4-7835.txt: positive
music-4-784.txt: positive
music-4-7843.txt: positive
music-4-7851.txt: positive
music-4-7872.txt: neutral
music-4-7875.txt: positive
music-4-7913.txt: positive
music-4-7919.txt: positive
music-4-792.txt: positive
music-4-7929.txt: neutral
music-4-7938.txt: negative
music-4-7939.txt: positive
music-4-7945.txt: positive
music-4-7964.txt: neutral
music-4-798.txt: positive
music-4-7984.txt: positive
music-4-7994.txt: positive
music-4-8011.txt: positive
music-4-8018.txt: negative
music-4-8019.txt: positive
music-4-802.txt: positive
music-4-8030.txt: positive
music-4-8031.txt: positive
music-4-8034.txt: positive
music-4-8035.txt: positive
music-4-8037.txt: positive
music-4-804.txt: positive
music-4-8046.txt: positive
music-4-8053.txt: negative
music-4-8054.txt: positive
music-4-8056.txt: positive
music-4-8058.txt: positive
music-4-806.txt: neutral
music-4-807.txt: neutral
music-4-8070.txt: positive
music-4-8072.txt: positive
music-4-8074.txt: positive
music-4-8091.txt: positive
music-4-8093.txt: positive
music-4-8096.txt: negative
music-4-8100.txt: positive
music-4-8104.txt: positive
music-4-8105.txt: positive
music-4-8111.txt: negative
music-4-812.txt: positive
music-4-8141.txt: positive
music-4-8143.txt: negative
music-4-8150.txt: negative
music-4-8155.txt: positive
music-4-8180.txt: positive
music-4-8188.txt: positive
music-4-8190.txt: positive
music-4-8199.txt: positive
music-4-8206.txt: negative
music-4-8208.txt: positive
music-4-8213.txt: positive
music-4-8220.txt: positive
music-4-8223.txt: negative
music-4-8225.txt: negative
music-4-8229.txt: positive
music-4-823.txt: positive
music-4-8240.txt: negative
music-4-8242.txt: neutral
music-4-8247.txt: negative
music-4-8249.txt: negative
music-4-8267.txt: positive
music-4-8285.txt: positive
music-4-829.txt: positive
music-4-8296.txt: negative
music-4-83.txt: positive
music-4-830.txt: positive
music-4-8304.txt: positive
music-4-8307.txt: positive
music-4-8319.txt: negative
music-4-8322.txt: positive
music-4-8329.txt: negative
music-4-8338.txt: positive
music-4-8341.txt: positive
music-4-8351.txt: positive
music-4-8353.txt: positive
music-4-8372.txt: positive
music-4-8379.txt: negative
music-4-8386.txt: negative
music-4-8387.txt: positive
music-4-8388.txt: positive
music-4-8391.txt: positive
music-4-84.txt: positive
music-4-8412.txt: neutral
music-4-8424.txt: positive
music-4-8433.txt: negative
music-4-8440.txt: positive
music-4-8444.txt: neutral
music-4-8448.txt: positive
music-4-8471.txt: negative
music-4-8488.txt: neutral
music-4-8499.txt: negative
music-4-8517.txt: negative
music-4-852.txt: positive
music-4-8535.txt: neutral
music-4-8543.txt: negative
music-4-8545.txt: positive
music-4-8549.txt: positive
music-4-8550.txt: negative
music-4-8552.txt: negative
music-4-856.txt: positive
music-4-8563.txt: neutral
music-4-857.txt: positive
music-4-8571.txt: positive
music-4-8572.txt: neutral
music-4-8639.txt: positive
music-4-864.txt: positive
music-4-8648.txt: positive
music-4-8651.txt: neutral
music-4-8652.txt: positive
music-4-8658.txt: positive
music-4-8663.txt: positive
music-4-8672.txt: positive
music-4-8678.txt: positive
music-4-8702.txt: positive
music-4-8707.txt: positive
music-4-8708.txt: positive
music-4-871.txt: positive
music-4-8726.txt: negative
music-4-8728.txt: positive
music-4-8729.txt: positive
music-4-8732.txt: positive
music-4-8751.txt: positive
music-4-876.txt: positive
music-4-8797.txt: neutral
music-4-8798.txt: positive
music-4-880.txt: positive
music-4-8801.txt: positive
music-4-8820.txt: positive
music-4-8831.txt: positive
music-4-8832.txt: negative
music-4-8846.txt: positive
music-4-8856.txt: positive
music-4-8860.txt: positive
music-4-8863.txt: positive
music-4-8866.txt: positive
music-4-8869.txt: positive
music-4-8875.txt: positive
music-4-8888.txt: positive
music-4-8890.txt: positive
music-4-8893.txt: neutral
music-4-8894.txt: positive
music-4-8900.txt: positive
music-4-8901.txt: neutral
music-4-8910.txt: positive
music-4-8919.txt: positive
music-4-8920.txt: positive
music-4-8921.txt: positive
music-4-8933.txt: positive
music-4-8939.txt: positive
music-4-8944.txt: positive
music-4-895.txt: positive
music-4-8950.txt: neutral
music-4-8952.txt: positive
music-4-8955.txt: negative
music-4-8963.txt: positive
music-4-8970.txt: negative
music-4-8974.txt: negative
music-4-8979.txt: positive
music-4-8981.txt: positive
music-4-8989.txt: positive
music-4-8996.txt: positive
music-4-9004.txt: positive
music-4-9009.txt: positive
music-4-9026.txt: negative
music-4-9038.txt: positive
music-4-9042.txt: negative
music-4-9043.txt: positive
music-4-9045.txt: positive
music-4-9054.txt: neutral
music-4-9059.txt: positive
music-4-9069.txt: positive
music-4-9073.txt: neutral
music-4-908.txt: negative
music-4-9082.txt: positive
music-4-9095.txt: positive
music-4-9096.txt: positive
music-4-9098.txt: positive
music-4-91.txt: positive
music-4-9107.txt: negative
music-4-9112.txt: negative
music-4-9127.txt: positive
music-4-9148.txt: negative
music-4-9149.txt: negative
music-4-9150.txt: negative
music-4-916.txt: positive
music-4-9162.txt: positive
music-4-9165.txt: positive
music-4-9166.txt: positive
music-4-9169.txt: positive
music-4-917.txt: positive
music-4-9177.txt: negative
music-4-9182.txt: positive
music-4-9189.txt: positive
music-4-920.txt: positive
music-4-9208.txt: positive
music-4-921.txt: positive
music-4-9210.txt: positive
music-4-9214.txt: positive
music-4-9229.txt: positive
music-4-9238.txt: positive
music-4-9245.txt: positive
music-4-9246.txt: positive
music-4-9251.txt: negative
music-4-9257.txt: positive
music-4-9267.txt: negative
music-4-927.txt: positive
music-4-9273.txt: positive
music-4-9296.txt: positive
music-4-9300.txt: positive
music-4-9301.txt: positive
music-4-9306.txt: positive
music-4-931.txt: positive
music-4-9310.txt: positive
music-4-9321.txt: negative
music-4-933.txt: positive
music-4-9330.txt: positive
music-4-9332.txt: positive
music-4-9346.txt: positive
music-4-935.txt: positive
music-4-937.txt: positive
music-4-9374.txt: positive
music-4-9375.txt: positive
music-4-9376.txt: positive
music-4-9395.txt: positive
music-4-9406.txt: positive
music-4-9417.txt: neutral
music-4-9472.txt: positive
music-4-9475.txt: positive
music-4-948.txt: positive
music-4-9482.txt: positive
music-4-9486.txt: positive
music-4-9487.txt: neutral
music-4-9489.txt: positive
music-4-9492.txt: positive
music-4-9497.txt: positive
music-4-9510.txt: positive
music-4-9518.txt: neutral
music-4-9520.txt: positive
music-4-9523.txt: positive
music-4-9527.txt: positive
music-4-9530.txt: neutral
music-4-9531.txt: positive
music-4-9532.txt: positive
music-4-9534.txt: positive
music-4-9541.txt: negative
music-4-9545.txt: positive
music-4-9547.txt: positive
music-4-9550.txt: negative
music-4-9552.txt: negative
music-4-9561.txt: positive
music-4-9578.txt: neutral
music-4-9582.txt: neutral
music-4-9586.txt: positive
music-4-9590.txt: positive
music-4-9601.txt: negative
music-4-9605.txt: positive
music-4-9611.txt: positive
music-4-9613.txt: positive
music-4-9616.txt: positive
music-4-9620.txt: neutral
music-4-963.txt: positive
music-4-9631.txt: positive
music-4-9633.txt: positive
music-4-9637.txt: positive
music-4-9638.txt: positive
music-4-9647.txt: positive
music-4-9648.txt: positive
music-4-9652.txt: positive
music-4-967.txt: positive
music-4-9676.txt: neutral
music-4-9677.txt: positive
music-4-9680.txt: positive
music-4-9684.txt: positive
music-4-9697.txt: positive
music-4-9702.txt: positive
music-4-9716.txt: positive
music-4-9728.txt: positive
music-4-9730.txt: positive
music-4-9731.txt: neutral
music-4-9732.txt: positive
music-4-9734.txt: neutral
music-4-974.txt: positive
music-4-9748.txt: positive
music-4-975.txt: positive
music-4-9754.txt: positive
music-4-9755.txt: positive
music-4-9760.txt: positive
music-4-9761.txt: positive
music-4-9762.txt: positive
music-4-9764.txt: positive
music-4-9766.txt: positive
music-4-9769.txt: positive
music-4-9771.txt: positive
music-4-9783.txt: positive
music-4-9784.txt: positive
music-4-9786.txt: positive
music-4-9798.txt: neutral
music-4-9799.txt: positive
music-4-9800.txt: negative
music-4-9811.txt: positive
music-4-9818.txt: positive
music-4-9819.txt: positive
music-4-9827.txt: positive
music-4-9828.txt: positive
music-4-9843.txt: positive
music-4-9845.txt: positive
music-4-9849.txt: positive
music-4-985.txt: positive
music-4-9851.txt: positive
music-4-9854.txt: negative
music-4-9857.txt: positive
music-4-9858.txt: neutral
music-4-9859.txt: positive
music-4-9882.txt: positive
music-4-9890.txt: negative
music-4-9891.txt: negative
music-4-9894.txt: negative
music-4-9895.txt: positive
music-4-9899.txt: positive
music-4-99.txt: positive
music-4-9900.txt: positive
music-4-9907.txt: negative
music-4-9911.txt: positive
music-4-9913.txt: negative
music-4-9918.txt: positive
music-4-9921.txt: positive
music-4-9922.txt: positive
music-4-9932.txt: neutral
music-4-9933.txt: neutral
music-4-9935.txt: positive
music-4-996.txt: positive
music-4-9960.txt: positive
music-4-9974.txt: positive
music-4-998.txt: positive
music-4-9982.txt: positive
music-5-1.txt: positive
music-5-10.txt: negative
music-5-10000.txt: positive
music-5-10004.txt: positive
music-5-10007.txt: positive
music-5-1001.txt: positive
music-5-1002.txt: neutral
music-5-10020.txt: positive
music-5-1003.txt: positive
music-5-10030.txt: positive
music-5-10036.txt: neutral
music-5-10041.txt: positive
music-5-10044.txt: positive
music-5-10047.txt: positive
music-5-10053.txt: positive
music-5-10058.txt: positive
music-5-10061.txt: positive
music-5-10066.txt: positive
music-5-1007.txt: positive
music-5-10072.txt: positive
music-5-10078.txt: positive
music-5-10089.txt: positive
music-5-10091.txt: positive
music-5-10099.txt: positive
music-5-101.txt: positive
music-5-1010.txt: positive
music-5-10102.txt: positive
music-5-10105.txt: negative
music-5-10108.txt: positive
music-5-10109.txt: positive
music-5-10110.txt: positive
music-5-10111.txt: positive
music-5-10114.txt: positive
music-5-10115.txt: positive
music-5-10116.txt: positive
music-5-10117.txt: positive
music-5-10118.txt: positive
music-5-10119.txt: positive
music-5-1012.txt: positive
music-5-10123.txt: positive
music-5-10125.txt: positive
music-5-10126.txt: positive
music-5-1013.txt: positive
music-5-10130.txt: positive
music-5-10131.txt: positive
music-5-10132.txt: positive
music-5-10139.txt: neutral
music-5-10143.txt: positive
music-5-1015.txt: positive
music-5-10152.txt: positive
music-5-10153.txt: positive
music-5-10159.txt: positive
music-5-1016.txt: positive
music-5-10168.txt: positive
music-5-10169.txt: positive
music-5-10171.txt: positive
music-5-10174.txt: positive
music-5-1018.txt: positive
music-5-10182.txt: negative
music-5-10184.txt: positive
music-5-10185.txt: positive
music-5-10186.txt: positive
music-5-10187.txt: positive
music-5-1019.txt: positive
music-5-10200.txt: positive
music-5-10209.txt: positive
music-5-10210.txt: positive
music-5-10212.txt: positive
music-5-1022.txt: positive
music-5-10222.txt: positive
music-5-10226.txt: positive
music-5-10227.txt: positive
music-5-10228.txt: positive
music-5-10229.txt: positive
music-5-1023.txt: positive
music-5-10230.txt: positive
music-5-10231.txt: positive
music-5-10232.txt: positive
music-5-10233.txt: positive
music-5-10234.txt: positive
music-5-10235.txt: negative
music-5-10236.txt: positive
music-5-10237.txt: positive
music-5-10238.txt: neutral
music-5-10239.txt: positive
music-5-1024.txt: positive
music-5-10240.txt: positive
music-5-10241.txt: positive
music-5-10242.txt: positive
music-5-10243.txt: positive
music-5-10244.txt: positive
music-5-10246.txt: positive
music-5-10247.txt: positive
music-5-10248.txt: positive
music-5-10249.txt: neutral
music-5-1025.txt: neutral
music-5-10250.txt: positive
music-5-10251.txt: positive
music-5-10252.txt: negative
music-5-10253.txt: positive
music-5-10255.txt: positive
music-5-10256.txt: positive
music-5-10257.txt: positive
music-5-10258.txt: positive
music-5-10259.txt: positive
music-5-1026.txt: positive
music-5-10260.txt: positive
music-5-10261.txt: positive
music-5-10265.txt: positive
music-5-10266.txt: positive
music-5-10267.txt: positive
music-5-10268.txt: positive
music-5-10269.txt: positive
music-5-10270.txt: negative
music-5-10271.txt: positive
music-5-10273.txt: positive
music-5-10275.txt: positive
music-5-10276.txt: positive
music-5-10277.txt: positive
music-5-10278.txt: positive
music-5-10279.txt: positive
music-5-10280.txt: positive
music-5-10281.txt: positive
music-5-10282.txt: neutral
music-5-10283.txt: positive
music-5-10285.txt: positive
music-5-10286.txt: positive
music-5-10287.txt: positive
music-5-10288.txt: positive
music-5-10289.txt: positive
music-5-10290.txt: positive
music-5-10292.txt: positive
music-5-10295.txt: positive
music-5-10296.txt: positive
music-5-10299.txt: positive
music-5-10303.txt: positive
music-5-10304.txt: positive
music-5-10305.txt: positive
music-5-10306.txt: positive
music-5-10307.txt: positive
music-5-1031.txt: positive
music-5-10312.txt: positive
music-5-10313.txt: positive
music-5-10314.txt: positive
music-5-10315.txt: positive
music-5-10316.txt: positive
music-5-10317.txt: positive
music-5-10318.txt: positive
music-5-1032.txt: positive
music-5-10320.txt: positive
music-5-10321.txt: positive
music-5-10322.txt: positive
music-5-10324.txt: positive
music-5-10325.txt: positive
music-5-10326.txt: positive
music-5-10327.txt: negative
music-5-10328.txt: negative
music-5-10329.txt: positive
music-5-10330.txt: neutral
music-5-10331.txt: positive
music-5-10332.txt: positive
music-5-10333.txt: positive
music-5-10334.txt: negative
music-5-10337.txt: positive
music-5-10338.txt: positive
music-5-10339.txt: positive
music-5-1034.txt: positive
music-5-10340.txt: positive
music-5-10341.txt: positive
music-5-10342.txt: positive
music-5-10343.txt: positive
music-5-10344.txt: positive
music-5-10345.txt: positive
music-5-10346.txt: positive
music-5-10347.txt: positive
music-5-10348.txt: positive
music-5-10349.txt: positive
music-5-10350.txt: positive
music-5-10351.txt: positive
music-5-10353.txt: neutral
music-5-10354.txt: positive
music-5-10355.txt: positive
music-5-10356.txt: positive
music-5-10358.txt: positive
music-5-10359.txt: positive
music-5-1036.txt: negative
music-5-10360.txt: positive
music-5-10361.txt: positive
music-5-10363.txt: positive
music-5-10365.txt: positive
music-5-10366.txt: positive
music-5-10368.txt: positive
music-5-10369.txt: positive
music-5-10370.txt: positive
music-5-10371.txt: positive
music-5-10372.txt: positive
music-5-10373.txt: positive
music-5-10374.txt: positive
music-5-10375.txt: positive
music-5-10376.txt: positive
music-5-10377.txt: positive
music-5-10378.txt: positive
music-5-10379.txt: positive
music-5-10380.txt: positive
music-5-10381.txt: positive
music-5-10382.txt: positive
music-5-10383.txt: positive
music-5-10384.txt: negative
music-5-10385.txt: positive
music-5-10386.txt: positive
music-5-10388.txt: positive
music-5-10389.txt: positive
music-5-10390.txt: neutral
music-5-10391.txt: positive
music-5-10392.txt: positive
music-5-10393.txt: positive
music-5-10394.txt: positive
music-5-10395.txt: positive
music-5-10397.txt: positive
music-5-10398.txt: positive
music-5-10399.txt: positive
music-5-104.txt: positive
music-5-10400.txt: positive
music-5-10401.txt: positive
music-5-10405.txt: positive
music-5-10406.txt: positive
music-5-10409.txt: positive
music-5-1041.txt: positive
music-5-10410.txt: positive
music-5-10411.txt: positive
music-5-10413.txt: positive
music-5-10414.txt: positive
music-5-10415.txt: positive
music-5-10416.txt: positive
music-5-10417.txt: positive
music-5-10419.txt: positive
music-5-10420.txt: positive
music-5-10421.txt: positive
music-5-10422.txt: positive
music-5-10423.txt: positive
music-5-10424.txt: positive
music-5-10425.txt: positive
music-5-10426.txt: neutral
music-5-10427.txt: positive
music-5-10428.txt: positive
music-5-1043.txt: positive
music-5-10430.txt: positive
music-5-10431.txt: positive
music-5-10433.txt: positive
music-5-10434.txt: positive
music-5-10435.txt: positive
music-5-10436.txt: positive
music-5-10437.txt: positive
music-5-10438.txt: negative
music-5-10439.txt: negative
music-5-10440.txt: positive
music-5-10441.txt: positive
music-5-10442.txt: positive
music-5-10443.txt: neutral
music-5-10444.txt: positive
music-5-10445.txt: positive
music-5-10446.txt: positive
music-5-10447.txt: positive
music-5-10448.txt: positive
music-5-10449.txt: positive
music-5-10452.txt: positive
music-5-10453.txt: positive
music-5-10454.txt: positive
music-5-10455.txt: negative
music-5-10456.txt: positive
music-5-10457.txt: positive
music-5-10458.txt: positive
music-5-10460.txt: positive
music-5-10461.txt: positive
music-5-10462.txt: positive
music-5-10463.txt: positive
music-5-10464.txt: positive
music-5-10466.txt: positive
music-5-10467.txt: positive
music-5-10468.txt: positive
music-5-10469.txt: positive
music-5-10470.txt: positive
music-5-10471.txt: positive
music-5-10472.txt: positive
music-5-10474.txt: positive
music-5-10475.txt: positive
music-5-10476.txt: positive
music-5-10479.txt: positive
music-5-1048.txt: negative
music-5-10483.txt: positive
music-5-10484.txt: positive
music-5-10486.txt: positive
music-5-10487.txt: positive
music-5-10493.txt: positive
music-5-10496.txt: positive
music-5-10497.txt: positive
music-5-10498.txt: positive
music-5-10499.txt: positive
music-5-105.txt: positive
music-5-10500.txt: positive
music-5-10502.txt: positive
music-5-10504.txt: positive
music-5-10505.txt: positive
music-5-10506.txt: positive
music-5-10507.txt: positive
music-5-10508.txt: positive
music-5-10509.txt: positive
music-5-10510.txt: positive
music-5-10512.txt: positive
music-5-10515.txt: positive
music-5-1052.txt: positive
music-5-10534.txt: positive
music-5-10538.txt: positive
music-5-10539.txt: positive
music-5-1054.txt: positive
music-5-10541.txt: positive
music-5-10542.txt: positive
music-5-10543.txt: positive
music-5-10545.txt: positive
music-5-10547.txt: positive
music-5-10550.txt: positive
music-5-10552.txt: positive
music-5-10553.txt: positive
music-5-10554.txt: positive
music-5-10555.txt: positive
music-5-10556.txt: positive
music-5-10557.txt: positive
music-5-1056.txt: neutral
music-5-10565.txt: positive
music-5-10567.txt: positive
music-5-10568.txt: positive
music-5-10569.txt: positive
music-5-10572.txt: positive
music-5-10573.txt: negative
music-5-10575.txt: positive
music-5-10576.txt: negative
music-5-10577.txt: negative
music-5-10582.txt: positive
music-5-10583.txt: negative
music-5-1059.txt: positive
music-5-10590.txt: positive
music-5-10592.txt: positive
music-5-10593.txt: positive
music-5-10594.txt: positive
music-5-10595.txt: positive
music-5-10598.txt: positive
music-5-10599.txt: positive
music-5-10601.txt: positive
music-5-10603.txt: positive
music-5-10607.txt: positive
music-5-10608.txt: negative
music-5-10611.txt: positive
music-5-10612.txt: positive
music-5-10614.txt: negative
music-5-10615.txt: positive
music-5-10621.txt: positive
music-5-10622.txt: positive
music-5-10624.txt: neutral
music-5-10627.txt: positive
music-5-10629.txt: negative
music-5-10630.txt: positive
music-5-10631.txt: positive
music-5-10632.txt: negative
music-5-10634.txt: negative
music-5-10637.txt: positive
music-5-10638.txt: positive
music-5-1064.txt: positive
music-5-10640.txt: positive
music-5-10641.txt: neutral
music-5-10642.txt: positive
music-5-10644.txt: positive
music-5-10645.txt: positive
music-5-10647.txt: positive
music-5-10648.txt: positive
music-5-10652.txt: positive
music-5-10655.txt: positive
music-5-10657.txt: positive
music-5-10659.txt: positive
music-5-1066.txt: positive
music-5-10661.txt: positive
music-5-10663.txt: positive
music-5-10664.txt: positive
music-5-10667.txt: positive
music-5-10669.txt: positive
music-5-1067.txt: positive
music-5-10670.txt: positive
music-5-10671.txt: positive
music-5-10672.txt: positive
music-5-10673.txt: positive
music-5-10674.txt: positive
music-5-10675.txt: positive
music-5-10676.txt: positive
music-5-10678.txt: positive
music-5-10679.txt: positive
music-5-1068.txt: positive
music-5-10680.txt: positive
music-5-10682.txt: negative
music-5-10683.txt: positive
music-5-10684.txt: positive
music-5-10685.txt: positive
music-5-10686.txt: positive
music-5-10687.txt: negative
music-5-1069.txt: positive
music-5-10690.txt: positive
music-5-10691.txt: positive
music-5-10692.txt: neutral
music-5-10693.txt: positive
music-5-10694.txt: positive
music-5-10697.txt: positive
music-5-10698.txt: positive
music-5-1070.txt: positive
music-5-10703.txt: positive
music-5-10704.txt: positive
music-5-10705.txt: positive
music-5-10707.txt: negative
music-5-10708.txt: positive
music-5-10711.txt: positive
music-5-10712.txt: positive
music-5-10714.txt: positive
music-5-10716.txt: positive
music-5-10717.txt: positive
music-5-10718.txt: neutral
music-5-10719.txt: positive
music-5-1072.txt: positive
music-5-10720.txt: positive
music-5-10721.txt: positive
music-5-10723.txt: positive
music-5-10724.txt: positive
music-5-10725.txt: positive
music-5-10726.txt: positive
music-5-10727.txt: positive
music-5-10728.txt: positive
music-5-10729.txt: positive
music-5-10730.txt: positive
music-5-10731.txt: positive
music-5-10732.txt: positive
music-5-10734.txt: positive
music-5-10735.txt: positive
music-5-10736.txt: positive
music-5-10737.txt: positive
music-5-10738.txt: positive
music-5-10739.txt: positive
music-5-1074.txt: positive
music-5-10740.txt: positive
music-5-10742.txt: positive
music-5-10745.txt: positive
music-5-10747.txt: positive
music-5-10748.txt: positive
music-5-1075.txt: positive
music-5-10750.txt: positive
music-5-10751.txt: negative
music-5-10752.txt: positive
music-5-10753.txt: positive
music-5-10754.txt: positive
music-5-10757.txt: positive
music-5-10759.txt: positive
music-5-10761.txt: positive
music-5-10762.txt: positive
music-5-10765.txt: positive
music-5-10766.txt: positive
music-5-10767.txt: positive
music-5-10768.txt: positive
music-5-10771.txt: positive
music-5-10772.txt: positive
music-5-10773.txt: positive
music-5-10774.txt: positive
music-5-10775.txt: positive
music-5-10776.txt: positive
music-5-10777.txt: positive
music-5-10778.txt: positive
music-5-10779.txt: positive
music-5-1078.txt: positive
music-5-10780.txt: negative
music-5-10781.txt: positive
music-5-10782.txt: positive
music-5-10783.txt: positive
music-5-10784.txt: positive
music-5-10786.txt: positive
music-5-10788.txt: positive
music-5-10789.txt: positive
music-5-1079.txt: positive
music-5-10790.txt: negative
music-5-10791.txt: positive
music-5-10792.txt: positive
music-5-10793.txt: neutral
music-5-10794.txt: positive
music-5-10795.txt: positive
music-5-10796.txt: positive
music-5-10797.txt: positive
music-5-108.txt: positive
music-5-10800.txt: positive
music-5-10801.txt: positive
music-5-10802.txt: positive
music-5-10807.txt: positive
music-5-10808.txt: positive
music-5-10809.txt: positive
music-5-10810.txt: positive
music-5-10813.txt: positive
music-5-10814.txt: neutral
music-5-10816.txt: positive
music-5-10817.txt: positive
music-5-10818.txt: positive
music-5-10819.txt: positive
music-5-1082.txt: positive
music-5-10820.txt: negative
music-5-10821.txt: positive
music-5-10822.txt: positive
music-5-10823.txt: negative
music-5-10824.txt: positive
music-5-10825.txt: negative
music-5-10828.txt: positive
music-5-10829.txt: positive
music-5-10830.txt: positive
music-5-10837.txt: positive
music-5-10838.txt: positive
music-5-1084.txt: positive
music-5-10841.txt: positive
music-5-10842.txt: neutral
music-5-10844.txt: positive
music-5-10845.txt: positive
music-5-10846.txt: positive
music-5-10848.txt: positive
music-5-10849.txt: positive
music-5-10850.txt: positive
music-5-10851.txt: positive
music-5-10852.txt: positive
music-5-10853.txt: positive
music-5-10854.txt: positive
music-5-10857.txt: positive
music-5-10858.txt: positive
music-5-10861.txt: positive
music-5-1087.txt: positive
music-5-10872.txt: positive
music-5-10873.txt: positive
music-5-10876.txt: positive
music-5-10877.txt: positive
music-5-10878.txt: positive
music-5-10879.txt: positive
music-5-1088.txt: positive
music-5-10887.txt: positive
music-5-10889.txt: positive
music-5-1089.txt: positive
music-5-10890.txt: positive
music-5-10891.txt: positive
music-5-10893.txt: negative
