pickled dictionaries found in directory, loading them into memory ...
20744 test reviews.

File Classifications:
movies-4-8124.txt: positive
movies-4-813.txt: positive
movies-4-8135.txt: negative
movies-4-8139.txt: positive
movies-4-8142.txt: positive
movies-4-8147.txt: positive
movies-4-8149.txt: positive
movies-4-815.txt: positive
movies-4-8151.txt: positive
movies-4-8153.txt: negative
movies-4-8156.txt: negative
movies-4-8157.txt: positive
movies-4-816.txt: positive
movies-4-8161.txt: positive
movies-4-8167.txt: positive
movies-4-8169.txt: positive
movies-4-817.txt: positive
movies-4-8170.txt: positive
movies-4-8172.txt: positive
movies-4-8176.txt: negative
movies-4-8179.txt: positive
movies-4-8180.txt: positive
movies-4-8181.txt: negative
movies-4-8192.txt: positive
movies-4-8197.txt: positive
movies-4-8201.txt: positive
movies-4-8208.txt: positive
movies-4-8209.txt: positive
movies-4-821.txt: positive
movies-4-8211.txt: positive
movies-4-8213.txt: positive
movies-4-8219.txt: positive
movies-4-8221.txt: positive
movies-4-8226.txt: positive
movies-4-8227.txt: positive
movies-4-823.txt: positive
movies-4-8237.txt: positive
movies-4-8238.txt: positive
movies-4-8249.txt: positive
movies-4-825.txt: positive
movies-4-8250.txt: positive
movies-4-8254.txt: positive
movies-4-8255.txt: positive
movies-4-8258.txt: positive
movies-4-8261.txt: positive
movies-4-8274.txt: positive
movies-4-8277.txt: positive
movies-4-8279.txt: positive
movies-4-828.txt: positive
movies-4-8280.txt: positive
movies-4-8292.txt: negative
movies-4-8295.txt: negative
movies-4-8306.txt: positive
movies-4-8321.txt: positive
movies-4-8323.txt: positive
movies-4-8325.txt: positive
movies-4-8328.txt: positive
movies-4-8333.txt: positive
movies-4-8335.txt: positive
movies-4-8337.txt: negative
movies-4-8341.txt: negative
movies-4-8343.txt: positive
movies-4-8346.txt: positive
movies-4-8347.txt: positive
movies-4-8351.txt: positive
movies-4-8356.txt: positive
movies-4-8372.txt: positive
movies-4-8379.txt: positive
movies-4-8384.txt: positive
movies-4-8387.txt: negative
movies-4-8392.txt: positive
movies-4-8397.txt: positive
movies-4-8404.txt: negative
movies-4-8406.txt: positive
movies-4-8411.txt: positive
movies-4-8412.txt: negative
movies-4-8413.txt: negative
movies-4-8415.txt: positive
movies-4-8416.txt: positive
movies-4-8417.txt: positive
movies-4-8421.txt: neutral
movies-4-8423.txt: positive
movies-4-8424.txt: negative
movies-4-8427.txt: positive
movies-4-8449.txt: neutral
movies-4-845.txt: positive
movies-4-8452.txt: positive
movies-4-8459.txt: positive
movies-4-8471.txt: positive
movies-4-8481.txt: positive
movies-4-8482.txt: positive
movies-4-8485.txt: neutral
movies-4-8486.txt: positive
movies-4-8489.txt: positive
movies-4-8491.txt: positive
movies-4-8492.txt: positive
movies-4-85.txt: positive
movies-4-8501.txt: negative
movies-4-8509.txt: positive
movies-4-8520.txt: positive
movies-4-8523.txt: positive
movies-4-8526.txt: positive
movies-4-8527.txt: neutral
movies-4-8532.txt: positive
movies-4-8536.txt: negative
movies-4-8542.txt: positive
movies-4-8544.txt: positive
movies-4-8546.txt: negative
movies-4-8548.txt: positive
movies-4-8562.txt: negative
movies-4-8577.txt: positive
movies-4-8578.txt: positive
movies-4-8583.txt: positive
movies-4-8585.txt: positive
movies-4-8588.txt: positive
movies-4-8590.txt: positive
movies-4-8591.txt: positive
movies-4-8592.txt: positive
movies-4-8595.txt: neutral
movies-4-8597.txt: positive
movies-4-8598.txt: positive
movies-4-8620.txt: positive
movies-4-8632.txt: positive
movies-4-8635.txt: positive
movies-4-8636.txt: positive
movies-4-8641.txt: positive
movies-4-8647.txt: positive
movies-4-8650.txt: positive
movies-4-8652.txt: positive
movies-4-8654.txt: positive
movies-4-8658.txt: positive
movies-4-8659.txt: positive
movies-4-8662.txt: positive
movies-4-8676.txt: positive
movies-4-8677.txt: positive
movies-4-8678.txt: positive
movies-4-868.txt: positive
movies-4-8684.txt: positive
movies-4-8685.txt: positive
movies-4-8688.txt: positive
movies-4-869.txt: positive
movies-4-8693.txt: positive
movies-4-8697.txt: positive
movies-4-8699.txt: positive
movies-4-87.txt: positive
movies-4-8706.txt: positive
movies-4-8709.txt: positive
movies-4-8710.txt: positive
movies-4-8711.txt: positive
movies-4-8712.txt: positive
movies-4-8713.txt: positive
movies-4-8718.txt: positive
movies-4-8722.txt: positive
movies-4-8724.txt: positive
movies-4-8729.txt: positive
movies-4-873.txt: positive
movies-4-8732.txt: positive
movies-4-8733.txt: negative
movies-4-8746.txt: positive
movies-4-8751.txt: positive
movies-4-8755.txt: positive
movies-4-8756.txt: negative
movies-4-8762.txt: positive
movies-4-8765.txt: positive
movies-4-8770.txt: positive
movies-4-8771.txt: positive
movies-4-8772.txt: positive
movies-4-8778.txt: positive
movies-4-878.txt: positive
movies-4-8786.txt: positive
movies-4-8788.txt: positive
movies-4-879.txt: positive
movies-4-8797.txt: positive
movies-4-880.txt: positive
movies-4-8800.txt: negative
movies-4-8805.txt: positive
movies-4-8818.txt: positive
movies-4-8819.txt: positive
movies-4-8827.txt: positive
movies-4-8831.txt: positive
movies-4-8834.txt: positive
movies-4-8845.txt: positive
movies-4-8846.txt: positive
movies-4-8856.txt: negative
movies-4-8866.txt: positive
movies-4-8879.txt: positive
movies-4-8887.txt: positive
movies-4-8889.txt: positive
movies-4-8899.txt: positive
movies-4-8906.txt: positive
movies-4-8907.txt: positive
movies-4-8909.txt: positive
movies-4-8912.txt: positive
movies-4-8917.txt: positive
movies-4-8919.txt: positive
movies-4-8920.txt: negative
movies-4-8925.txt: positive
movies-4-8927.txt: negative
movies-4-8928.txt: positive
movies-4-8929.txt: negative
movies-4-8932.txt: positive
movies-4-8935.txt: positive
movies-4-8937.txt: positive
movies-4-8938.txt: positive
movies-4-8939.txt: negative
movies-4-895.txt: positive
movies-4-8950.txt: positive
movies-4-8952.txt: positive
movies-4-8956.txt: negative
movies-4-8960.txt: positive
movies-4-8961.txt: positive
movies-4-8965.txt: positive
movies-4-8967.txt: positive
movies-4-8970.txt: positive
movies-4-8971.txt: neutral
movies-4-8975.txt: negative
movies-4-8976.txt: positive
movies-4-8980.txt: positive
movies-4-8984.txt: positive
movies-4-8985.txt: positive
movies-4-8989.txt: positive
movies-4-8992.txt: positive
movies-4-8994.txt: positive
movies-4-8996.txt: positive
movies-4-8997.txt: positive
movies-4-900.txt: positive
movies-4-9006.txt: positive
movies-4-9020.txt: positive
movies-4-9027.txt: positive
movies-4-9029.txt: positive
movies-4-9030.txt: positive
movies-4-9031.txt: positive
movies-4-9032.txt: positive
movies-4-9034.txt: positive
movies-4-9036.txt: negative
movies-4-9042.txt: positive
movies-4-9044.txt: positive
movies-4-9054.txt: positive
movies-4-9060.txt: positive
movies-4-9062.txt: positive
movies-4-9078.txt: positive
movies-4-9089.txt: positive
movies-4-9094.txt: negative
movies-4-9111.txt: neutral
movies-4-9119.txt: positive
movies-4-912.txt: positive
movies-4-9120.txt: positive
movies-4-9122.txt: negative
movies-4-9125.txt: positive
movies-4-9126.txt: positive
movies-4-9127.txt: positive
movies-4-9128.txt: positive
movies-4-913.txt: negative
movies-4-9130.txt: positive
movies-4-9131.txt: positive
movies-4-9134.txt: negative
movies-4-9144.txt: positive
movies-4-9154.txt: positive
movies-4-9160.txt: positive
movies-4-917.txt: negative
movies-4-9174.txt: positive
movies-4-9184.txt: positive
movies-4-9189.txt: positive
movies-4-9190.txt: positive
movies-4-9192.txt: positive
movies-4-9193.txt: positive
movies-4-9199.txt: positive
movies-4-9201.txt: positive
movies-4-9202.txt: positive
movies-4-9205.txt: positive
movies-4-921.txt: positive
movies-4-9210.txt: negative
movies-4-9211.txt: positive
movies-4-9214.txt: positive
movies-4-9222.txt: positive
movies-4-9225.txt: positive
movies-4-9226.txt: positive
movies-4-9230.txt: positive
movies-4-9234.txt: negative
movies-4-9237.txt: positive
movies-4-9244.txt: negative
movies-4-9246.txt: positive
movies-4-9252.txt: positive
movies-4-9254.txt: positive
movies-4-9258.txt: positive
movies-4-9260.txt: negative
movies-4-9262.txt: positive
movies-4-9265.txt: positive
movies-4-9268.txt: negative
movies-4-9270.txt: positive
movies-4-9271.txt: positive
movies-4-9275.txt: positive
movies-4-9278.txt: positive
movies-4-928.txt: neutral
movies-4-9280.txt: positive
movies-4-9281.txt: positive
movies-4-9290.txt: positive
movies-4-9293.txt: negative
movies-4-9295.txt: positive
movies-4-9297.txt: positive
movies-4-9302.txt: positive
movies-4-9305.txt: positive
movies-4-9306.txt: positive
movies-4-9309.txt: positive
movies-4-9314.txt: positive
movies-4-9323.txt: positive
movies-4-9324.txt: neutral
movies-4-9337.txt: negative
movies-4-9339.txt: positive
movies-4-9340.txt: negative
movies-4-9345.txt: positive
movies-4-9349.txt: positive
movies-4-9354.txt: positive
movies-4-9360.txt: positive
movies-4-9363.txt: negative
movies-4-9366.txt: positive
movies-4-9368.txt: positive
movies-4-9369.txt: negative
movies-4-9370.txt: negative
movies-4-9371.txt: positive
movies-4-9372.txt: negative
movies-4-9374.txt: positive
movies-4-9375.txt: positive
movies-4-9378.txt: positive
movies-4-9384.txt: positive
movies-4-9385.txt: positive
movies-4-9392.txt: positive
movies-4-9399.txt: negative
movies-4-9400.txt: positive
movies-4-9402.txt: positive
movies-4-9404.txt: positive
movies-4-9406.txt: positive
movies-4-9407.txt: positive
movies-4-9409.txt: positive
movies-4-9413.txt: positive
movies-4-9427.txt: positive
movies-4-9428.txt: positive
movies-4-9429.txt: positive
movies-4-9430.txt: positive
movies-4-9432.txt: positive
movies-4-9436.txt: positive
movies-4-9442.txt: positive
movies-4-9445.txt: positive
movies-4-9450.txt: negative
movies-4-9464.txt: negative
movies-4-9466.txt: positive
movies-4-9469.txt: positive
movies-4-9472.txt: positive
movies-4-9473.txt: positive
movies-4-9476.txt: positive
movies-4-9481.txt: positive
movies-4-9485.txt: positive
movies-4-9490.txt: positive
movies-4-9497.txt: negative
movies-4-9502.txt: negative
movies-4-9513.txt: positive
movies-4-9536.txt: positive
movies-4-9537.txt: positive
movies-4-9543.txt: positive
movies-4-9546.txt: positive
movies-4-9550.txt: positive
movies-4-9555.txt: positive
movies-4-9561.txt: positive
movies-4-9564.txt: positive
movies-4-9565.txt: positive
movies-4-9567.txt: positive
movies-4-9568.txt: positive
movies-4-9576.txt: positive
movies-4-9589.txt: positive
movies-4-959.txt: positive
movies-4-9592.txt: positive
movies-4-9599.txt: positive
movies-4-960.txt: positive
movies-4-961.txt: neutral
movies-4-9611.txt: positive
movies-4-9621.txt: positive
movies-4-9627.txt: positive
movies-4-9639.txt: positive
movies-4-9645.txt: negative
movies-4-9647.txt: positive
movies-4-9658.txt: neutral
movies-4-9668.txt: positive
movies-4-9674.txt: positive
movies-4-9681.txt: positive
movies-4-9690.txt: positive
movies-4-9697.txt: positive
movies-4-9699.txt: positive
movies-4-971.txt: negative
movies-4-9713.txt: positive
movies-4-9721.txt: positive
movies-4-9730.txt: positive
movies-4-9734.txt: positive
movies-4-9737.txt: positive
movies-4-9738.txt: positive
movies-4-974.txt: negative
movies-4-9741.txt: positive
movies-4-9742.txt: positive
movies-4-9745.txt: positive
movies-4-9750.txt: neutral
movies-4-9754.txt: positive
movies-4-9756.txt: positive
movies-4-9757.txt: positive
movies-4-9762.txt: positive
movies-4-9765.txt: positive
movies-4-9767.txt: positive
movies-4-9770.txt: positive
movies-4-9780.txt: positive
movies-4-9781.txt: positive
movies-4-9789.txt: positive
movies-4-9795.txt: positive
movies-4-9797.txt: positive
movies-4-9809.txt: positive
movies-4-9813.txt: positive
movies-4-9819.txt: positive
movies-4-9823.txt: positive
movies-4-9826.txt: positive
movies-4-9834.txt: positive
movies-4-9840.txt: positive
movies-4-9843.txt: negative
movies-4-9845.txt: positive
movies-4-9852.txt: positive
movies-4-9853.txt: positive
movies-4-9856.txt: positive
movies-4-9885.txt: positive
movies-4-9886.txt: positive
movies-4-9887.txt: negative
movies-4-9889.txt: negative
movies-4-9903.txt: positive
movies-4-9905.txt: positive
movies-4-9907.txt: positive
movies-4-9910.txt: negative
movies-4-9920.txt: positive
movies-4-9921.txt: positive
movies-4-9925.txt: positive
movies-4-9926.txt: positive
movies-4-9930.txt: positive
movies-4-9933.txt: negative
movies-4-9935.txt: positive
movies-4-9940.txt: negative
movies-4-9949.txt: positive
movies-4-9950.txt: positive
movies-4-996.txt: positive
movies-4-9961.txt: negative
movies-4-9963.txt: negative
movies-4-9964.txt: positive
movies-4-9965.txt: positive
movies-4-9966.txt: positive
movies-4-9972.txt: positive
movies-4-9974.txt: negative
movies-4-9975.txt: positive
movies-4-9979.txt: positive
movies-4-9980.txt: positive
movies-4-9986.txt: negative
movies-4-9988.txt: negative
movies-4-9991.txt: positive
movies-4-9992.txt: negative
movies-4-9993.txt: positive
movies-4-9995.txt: positive
movies-4-9996.txt: positive
movies-4-9998.txt: positive
movies-5-10.txt: positive
movies-5-100.txt: positive
movies-5-1000.txt: positive
movies-5-10001.txt: positive
movies-5-10006.txt: positive
movies-5-10007.txt: positive
movies-5-1001.txt: positive
movies-5-10011.txt: positive
movies-5-10012.txt: positive
movies-5-10015.txt: positive
movies-5-10018.txt: negative
movies-5-1002.txt: positive
movies-5-10020.txt: positive
movies-5-10021.txt: positive
movies-5-10022.txt: positive
movies-5-10024.txt: positive
movies-5-10026.txt: positive
movies-5-1003.txt: positive
movies-5-10030.txt: positive
movies-5-10032.txt: negative
movies-5-10033.txt: positive
movies-5-10038.txt: positive
movies-5-10039.txt: positive
movies-5-1004.txt: positive
movies-5-10042.txt: positive
movies-5-10048.txt: positive
movies-5-1005.txt: positive
movies-5-10050.txt: positive
movies-5-10051.txt: positive
movies-5-10053.txt: positive
movies-5-10054.txt: positive
movies-5-10056.txt: positive
movies-5-10058.txt: positive
movies-5-10059.txt: positive
movies-5-1006.txt: positive
movies-5-1007.txt: positive
movies-5-10079.txt: positive
movies-5-1009.txt: negative
movies-5-10091.txt: positive
movies-5-10092.txt: positive
movies-5-10093.txt: positive
movies-5-10094.txt: positive
movies-5-10096.txt: positive
movies-5-10098.txt: positive
movies-5-101.txt: positive
movies-5-1010.txt: positive
movies-5-10100.txt: positive
movies-5-10104.txt: positive
movies-5-10105.txt: positive
movies-5-10106.txt: positive
movies-5-10109.txt: positive
movies-5-1011.txt: positive
movies-5-10111.txt: positive
movies-5-10112.txt: positive
movies-5-10120.txt: positive
movies-5-10131.txt: positive
movies-5-10133.txt: positive
movies-5-10134.txt: positive
movies-5-10135.txt: positive
movies-5-10136.txt: positive
movies-5-1014.txt: positive
movies-5-10142.txt: negative
movies-5-10148.txt: positive
movies-5-1015.txt: positive
movies-5-10152.txt: positive
movies-5-1016.txt: positive
movies-5-10161.txt: positive
movies-5-10168.txt: positive
movies-5-10169.txt: positive
movies-5-1017.txt: positive
movies-5-10170.txt: positive
movies-5-10171.txt: negative
movies-5-10173.txt: positive
movies-5-10174.txt: positive
movies-5-10178.txt: positive
movies-5-10181.txt: positive
movies-5-10185.txt: negative
movies-5-10193.txt: positive
movies-5-10194.txt: positive
movies-5-10195.txt: positive
movies-5-10197.txt: positive
movies-5-10198.txt: positive
movies-5-10199.txt: positive
movies-5-1020.txt: positive
movies-5-10202.txt: positive
movies-5-10206.txt: positive
movies-5-10208.txt: positive
movies-5-1021.txt: positive
movies-5-10212.txt: positive
movies-5-10216.txt: positive
movies-5-10222.txt: positive
movies-5-10223.txt: positive
movies-5-10224.txt: neutral
movies-5-10225.txt: positive
movies-5-10226.txt: positive
movies-5-10227.txt: negative
movies-5-10228.txt: positive
movies-5-10229.txt: positive
movies-5-1023.txt: positive
movies-5-10230.txt: positive
movies-5-10231.txt: positive
movies-5-10232.txt: positive
movies-5-10236.txt: positive
movies-5-10237.txt: positive
movies-5-10238.txt: negative
movies-5-10239.txt: positive
movies-5-1024.txt: positive
movies-5-10240.txt: positive
movies-5-10243.txt: neutral
movies-5-10244.txt: positive
movies-5-10245.txt: positive
movies-5-1025.txt: positive
movies-5-10253.txt: positive
movies-5-10255.txt: positive
movies-5-10256.txt: positive
movies-5-1026.txt: positive
movies-5-10261.txt: positive
movies-5-10264.txt: positive
movies-5-10267.txt: positive
movies-5-10269.txt: positive
movies-5-1027.txt: positive
movies-5-10270.txt: positive
movies-5-10272.txt: positive
movies-5-10274.txt: positive
movies-5-1028.txt: positive
movies-5-10288.txt: positive
movies-5-1029.txt: positive
movies-5-10294.txt: positive
movies-5-10298.txt: positive
movies-5-10299.txt: positive
movies-5-10300.txt: positive
movies-5-10303.txt: positive
movies-5-10304.txt: positive
movies-5-10306.txt: positive
movies-5-10308.txt: positive
movies-5-10309.txt: positive
movies-5-1031.txt: positive
movies-5-10310.txt: positive
movies-5-10313.txt: positive
movies-5-10317.txt: positive
movies-5-10318.txt: positive
movies-5-1032.txt: positive
movies-5-10321.txt: positive
movies-5-10327.txt: positive
movies-5-10333.txt: positive
movies-5-10337.txt: positive
movies-5-1034.txt: positive
movies-5-10342.txt: positive
movies-5-10343.txt: positive
movies-5-10344.txt: positive
movies-5-10345.txt: positive
movies-5-10348.txt: positive
movies-5-1035.txt: positive
movies-5-10350.txt: positive
movies-5-10351.txt: positive
movies-5-10352.txt: positive
movies-5-10355.txt: positive
movies-5-10358.txt: positive
movies-5-1036.txt: positive
movies-5-10362.txt: positive
movies-5-10372.txt: positive
movies-5-10374.txt: positive
movies-5-10375.txt: positive
movies-5-10377.txt: positive
movies-5-10379.txt: positive
movies-5-1038.txt: positive
movies-5-10381.txt: negative
movies-5-10387.txt: positive
movies-5-1039.txt: positive
movies-5-10392.txt: positive
movies-5-10395.txt: positive
movies-5-10396.txt: positive
movies-5-10398.txt: positive
movies-5-104.txt: positive
movies-5-1040.txt: positive
movies-5-10401.txt: positive
movies-5-10404.txt: positive
movies-5-10406.txt: positive
movies-5-10408.txt: positive
movies-5-10410.txt: positive
movies-5-10411.txt: negative
movies-5-10412.txt: positive
movies-5-10414.txt: positive
movies-5-10415.txt: positive
movies-5-10419.txt: neutral
movies-5-10423.txt: positive
movies-5-10427.txt: positive
movies-5-1043.txt: positive
movies-5-10432.txt: positive
movies-5-10433.txt: positive
movies-5-10435.txt: positive
movies-5-10437.txt: positive
movies-5-10438.txt: positive
movies-5-1044.txt: positive
movies-5-10440.txt: positive
movies-5-10441.txt: positive
movies-5-10446.txt: positive
movies-5-1045.txt: positive
movies-5-10450.txt: positive
movies-5-10458.txt: positive
movies-5-1046.txt: positive
movies-5-10464.txt: positive
movies-5-10469.txt: positive
movies-5-1047.txt: negative
movies-5-10471.txt: negative
movies-5-10472.txt: positive
movies-5-10476.txt: positive
movies-5-10477.txt: positive
movies-5-10478.txt: positive
movies-5-10485.txt: positive
movies-5-10487.txt: positive
movies-5-10490.txt: positive
movies-5-10492.txt: positive
movies-5-10494.txt: positive
movies-5-10495.txt: positive
movies-5-105.txt: neutral
movies-5-10501.txt: negative
movies-5-10508.txt: positive
movies-5-10514.txt: positive
movies-5-10516.txt: positive
movies-5-1052.txt: positive
movies-5-10520.txt: positive
movies-5-10521.txt: positive
movies-5-10525.txt: positive
movies-5-10526.txt: positive
movies-5-10528.txt: positive
movies-5-10529.txt: positive
movies-5-1053.txt: positive
movies-5-10530.txt: negative
movies-5-10533.txt: positive
movies-5-10534.txt: positive
movies-5-10537.txt: positive
movies-5-10538.txt: positive
movies-5-10540.txt: positive
movies-5-10544.txt: positive
movies-5-10546.txt: positive
movies-5-10550.txt: positive
movies-5-1056.txt: positive
movies-5-10561.txt: positive
movies-5-10567.txt: positive
movies-5-1057.txt: positive
movies-5-10572.txt: positive
movies-5-10573.txt: positive
movies-5-10583.txt: positive
movies-5-10589.txt: positive
movies-5-1059.txt: positive
movies-5-10590.txt: positive
movies-5-10595.txt: positive
movies-5-10597.txt: positive
movies-5-10598.txt: positive
movies-5-10599.txt: positive
movies-5-1060.txt: positive
movies-5-10600.txt: positive
movies-5-10601.txt: positive
movies-5-10604.txt: positive
movies-5-10605.txt: positive
movies-5-1061.txt: positive
movies-5-10615.txt: positive
movies-5-1062.txt: positive
movies-5-10622.txt: positive
movies-5-10628.txt: positive
movies-5-1063.txt: negative
movies-5-10632.txt: positive
movies-5-10633.txt: negative
movies-5-10634.txt: positive
movies-5-10638.txt: positive
movies-5-10639.txt: positive
movies-5-1064.txt: positive
movies-5-10643.txt: positive
movies-5-10644.txt: positive
movies-5-10649.txt: positive
movies-5-1065.txt: positive
movies-5-10650.txt: positive
movies-5-10652.txt: positive
movies-5-10653.txt: positive
movies-5-10656.txt: positive
movies-5-10657.txt: positive
movies-5-10658.txt: positive
movies-5-10659.txt: positive
movies-5-1066.txt: positive
movies-5-10660.txt: positive
movies-5-10666.txt: positive
movies-5-10667.txt: positive
movies-5-10668.txt: positive
movies-5-10671.txt: positive
movies-5-10674.txt: positive
movies-5-10675.txt: positive
movies-5-10676.txt: positive
movies-5-10678.txt: positive
movies-5-10679.txt: positive
movies-5-10683.txt: positive
movies-5-10689.txt: positive
movies-5-10690.txt: positive
movies-5-10695.txt: positive
movies-5-10696.txt: positive
movies-5-1070.txt: positive
movies-5-10702.txt: positive
movies-5-10704.txt: neutral
movies-5-10705.txt: negative
movies-5-10707.txt: negative
movies-5-10708.txt: positive
movies-5-10710.txt: neutral
movies-5-10724.txt: positive
movies-5-10727.txt: positive
movies-5-10728.txt: positive
movies-5-1073.txt: positive
movies-5-10735.txt: positive
movies-5-1074.txt: positive
movies-5-10740.txt: positive
movies-5-10742.txt: positive
movies-5-10743.txt: positive
movies-5-10744.txt: positive
movies-5-10746.txt: positive
movies-5-10749.txt: positive
movies-5-1075.txt: positive
movies-5-10752.txt: negative
movies-5-10755.txt: positive
movies-5-10757.txt: positive
movies-5-10758.txt: positive
movies-5-10761.txt: positive
movies-5-10771.txt: positive
movies-5-10784.txt: positive
movies-5-10785.txt: negative
movies-5-10788.txt: positive
movies-5-1079.txt: positive
movies-5-10790.txt: positive
movies-5-10794.txt: positive
movies-5-108.txt: positive
movies-5-1080.txt: positive
movies-5-10800.txt: positive
movies-5-10804.txt: positive
movies-5-10805.txt: positive
movies-5-10807.txt: positive
movies-5-1081.txt: positive
movies-5-10811.txt: positive
movies-5-10815.txt: positive
movies-5-10816.txt: positive
movies-5-10817.txt: positive
movies-5-10820.txt: positive
movies-5-10822.txt: neutral
movies-5-10823.txt: positive
movies-5-10828.txt: positive
movies-5-1083.txt: positive
movies-5-10831.txt: positive
movies-5-10836.txt: positive
movies-5-10837.txt: neutral
movies-5-10838.txt: positive
movies-5-10843.txt: positive
movies-5-10844.txt: positive
movies-5-10845.txt: positive
movies-5-10849.txt: positive
movies-5-10851.txt: positive
movies-5-10852.txt: positive
movies-5-10854.txt: positive
movies-5-10864.txt: positive
movies-5-10865.txt: positive
movies-5-10872.txt: positive
movies-5-10874.txt: positive
movies-5-10877.txt: positive
movies-5-10878.txt: positive
movies-5-1088.txt: positive
movies-5-10882.txt: positive
movies-5-10884.txt: positive
movies-5-10885.txt: negative
movies-5-10889.txt: positive
movies-5-1089.txt: positive
movies-5-10891.txt: positive
movies-5-10892.txt: positive
movies-5-10893.txt: positive
movies-5-10898.txt: positive
movies-5-10899.txt: positive
movies-5-10902.txt: positive
movies-5-10906.txt: positive
movies-5-10907.txt: positive
movies-5-1091.txt: positive
movies-5-10911.txt: positive
movies-5-10916.txt: positive
movies-5-10918.txt: neutral
movies-5-10922.txt: positive
movies-5-10924.txt: positive
movies-5-10925.txt: positive
movies-5-10926.txt: positive
movies-5-1093.txt: positive
movies-5-10930.txt: positive
movies-5-10935.txt: positive
movies-5-10937.txt: neutral
movies-5-1094.txt: positive
movies-5-10941.txt: negative
movies-5-10944.txt: positive
movies-5-10945.txt: positive
movies-5-10946.txt: positive
movies-5-10947.txt: positive
movies-5-1095.txt: positive
movies-5-10950.txt: positive
movies-5-10954.txt: positive
movies-5-10956.txt: positive
movies-5-10957.txt: negative
movies-5-1096.txt: negative
movies-5-10961.txt: positive
movies-5-10962.txt: positive
movies-5-10964.txt: positive
movies-5-10965.txt: positive
movies-5-10966.txt: positive
movies-5-10970.txt: positive
movies-5-10972.txt: positive
movies-5-10976.txt: positive
movies-5-10983.txt: positive
movies-5-10986.txt: positive
movies-5-10988.txt: positive
movies-5-10989.txt: positive
movies-5-1099.txt: positive
movies-5-11.txt: positive
movies-5-110.txt: positive
movies-5-1100.txt: positive
movies-5-11009.txt: positive
movies-5-1101.txt: positive
movies-5-11013.txt: positive
movies-5-11014.txt: positive
movies-5-11016.txt: positive
movies-5-11018.txt: positive
movies-5-11019.txt: positive
movies-5-1102.txt: positive
movies-5-11020.txt: positive
movies-5-11025.txt: positive
movies-5-11028.txt: positive
movies-5-1103.txt: positive
movies-5-11032.txt: positive
movies-5-1104.txt: positive
movies-5-11042.txt: positive
movies-5-11048.txt: positive
movies-5-11049.txt: positive
movies-5-1105.txt: positive
movies-5-11050.txt: neutral
movies-5-11054.txt: negative
movies-5-11057.txt: positive
movies-5-11058.txt: negative
movies-5-1106.txt: positive
movies-5-11061.txt: positive
movies-5-11062.txt: positive
movies-5-11064.txt: positive
movies-5-11065.txt: positive
movies-5-11067.txt: positive
movies-5-11071.txt: positive
movies-5-11072.txt: positive
movies-5-11081.txt: negative
movies-5-11082.txt: positive
movies-5-11086.txt: positive
movies-5-11087.txt: positive
movies-5-11089.txt: positive
movies-5-1109.txt: positive
movies-5-11093.txt: positive
movies-5-111.txt: positive
movies-5-1110.txt: positive
movies-5-11105.txt: positive
movies-5-11107.txt: neutral
movies-5-11108.txt: positive
movies-5-11109.txt: positive
movies-5-1111.txt: positive
movies-5-11112.txt: positive
movies-5-11116.txt: positive
movies-5-11117.txt: positive
movies-5-11118.txt: positive
movies-5-1112.txt: positive
movies-5-11120.txt: positive
movies-5-11121.txt: neutral
movies-5-11122.txt: positive
movies-5-11126.txt: positive
movies-5-11128.txt: positive
movies-5-11129.txt: positive
movies-5-1113.txt: positive
movies-5-11130.txt: positive
movies-5-11134.txt: positive
movies-5-11135.txt: positive
movies-5-11136.txt: positive
movies-5-1114.txt: neutral
movies-5-11145.txt: positive
movies-5-11148.txt: positive
movies-5-1115.txt: positive
movies-5-11157.txt: positive
movies-5-11159.txt: positive
movies-5-11161.txt: positive
movies-5-11163.txt: positive
movies-5-11168.txt: positive
movies-5-1117.txt: positive
movies-5-11170.txt: negative
movies-5-11172.txt: positive
movies-5-11176.txt: positive
movies-5-11182.txt: positive
movies-5-11187.txt: positive
movies-5-11188.txt: positive
movies-5-1119.txt: positive
movies-5-11191.txt: positive
movies-5-11193.txt: positive
movies-5-11197.txt: positive
movies-5-11199.txt: positive
movies-5-112.txt: positive
movies-5-1120.txt: positive
movies-5-11202.txt: positive
movies-5-11206.txt: positive
movies-5-11210.txt: positive
movies-5-11211.txt: positive
movies-5-11214.txt: positive
movies-5-11217.txt: positive
movies-5-1122.txt: positive
movies-5-11224.txt: positive
movies-5-11232.txt: positive
movies-5-11234.txt: positive
movies-5-11239.txt: positive
movies-5-1124.txt: positive
movies-5-1125.txt: positive
movies-5-11252.txt: positive
movies-5-11253.txt: positive
movies-5-1126.txt: positive
movies-5-11261.txt: positive
movies-5-11265.txt: negative
movies-5-1127.txt: positive
movies-5-11278.txt: positive
movies-5-1128.txt: positive
movies-5-11281.txt: positive
movies-5-11286.txt: positive
movies-5-11289.txt: negative
movies-5-1129.txt: positive
movies-5-11292.txt: positive
movies-5-113.txt: positive
movies-5-1130.txt: positive
movies-5-11300.txt: positive
movies-5-11304.txt: positive
movies-5-11306.txt: positive
movies-5-11307.txt: positive
movies-5-11308.txt: neutral
movies-5-11309.txt: negative
movies-5-1131.txt: positive
movies-5-11314.txt: positive
movies-5-11315.txt: positive
movies-5-11316.txt: positive
movies-5-11317.txt: positive
movies-5-1132.txt: positive
movies-5-11320.txt: positive
